4.35E+02 4.28E+02 4.21E+02 4.15E+02 4.08E+02 4.02E+02 3.96E+02 3.90E+02 3.84E+02 3.78E+02                                                                        
3.72E+02 3.67E+02 3.62E+02 3.56E+02 3.51E+02 3.46E+02 3.42E+02 3.37E+02 3.32E+02 3.28E+02                                                                        
3.24E+02 3.20E+02 3.16E+02 3.12E+02 3.08E+02 3.04E+02 3.01E+02 2.97E+02 2.93E+02 2.89E+02                                                                        
2.86E+02 2.82E+02 2.78E+02 2.75E+02 2.71E+02 2.67E+02 2.64E+02 2.60E+02 2.57E+02 2.53E+02                                                                        
2.50E+02 2.46E+02 2.43E+02 2.39E+02 2.36E+02 2.32E+02 2.29E+02 2.26E+02 2.22E+02 2.19E+02                                                                        
2.16E+02 2.12E+02 2.09E+02 2.06E+02 2.03E+02 1.99E+02 1.96E+02 1.93E+02 1.90E+02 1.87E+02                                                                        
1.84E+02 1.81E+02 1.78E+02 1.75E+02 1.72E+02 1.69E+02 1.66E+02 1.63E+02 1.61E+02 1.58E+02                                                                        
1.55E+02 1.52E+02 1.49E+02 1.47E+02 1.44E+02 1.41E+02 1.39E+02 1.36E+02 1.34E+02 1.31E+02                                                                        
1.29E+02 1.26E+02 1.24E+02 1.22E+02 1.19E+02 1.17E+02 1.15E+02 1.12E+02 1.10E+02 1.08E+02                                                                        
1.06E+02 1.04E+02 1.02E+02 9.95E+01 9.75E+01 9.55E+01 9.36E+01 9.17E+01 8.98E+01 8.80E+01                                                                        
8.62E+01 8.44E+01 8.27E+01 8.10E+01 7.93E+01 7.77E+01 7.61E+01 7.46E+01 7.31E+01 7.16E+01                                                                        
7.02E+01 6.88E+01 6.75E+01 6.62E+01 6.49E+01 6.37E+01 6.24E+01 6.12E+01 5.99E+01 5.87E+01                                                                        
5.75E+01 5.63E+01 5.51E+01 5.39E+01 5.27E+01 5.16E+01 5.04E+01 4.93E+01 4.81E+01 4.70E+01                                                                        
4.59E+01 4.48E+01 4.37E+01 4.26E+01 4.16E+01 4.05E+01 3.95E+01 3.84E+01 3.74E+01 3.64E+01                                                                        
3.54E+01 3.44E+01 3.34E+01 3.25E+01 3.15E+01 3.06E+01 2.97E+01 2.88E+01 2.79E+01 2.70E+01                                                                        
2.61E+01 2.52E+01 2.44E+01 2.35E+01 2.27E+01 2.19E+01 2.11E+01 2.03E+01 1.95E+01 1.88E+01                                                                        
1.80E+01 1.73E+01 1.66E+01 1.59E+01 1.52E+01 1.45E+01 1.38E+01 1.32E+01 1.26E+01 1.19E+01                                                                        
1.13E+01 1.07E+01 1.02E+01 9.60E+00 9.05E+00 8.52E+00 8.00E+00 7.50E+00 7.02E+00 6.55E+00                                                                        
6.09E+00 5.65E+00 5.23E+00 4.82E+00 4.42E+00 4.05E+00 3.69E+00 3.34E+00 3.01E+00 2.70E+00                                                                        
2.41E+00 2.13E+00 1.87E+00 1.62E+00 1.39E+00 1.18E+00 9.86E-01 8.09E-01 6.49E-01 5.06E-01                                                                        
3.81E-01 2.73E-01 1.83E-01 1.11E-01 5.68E-02 2.05E-02 2.28E-03 0.00E+00 0.00E+00 0.00E+00  
